city,state_name,lat,lng,population,probability,n_prob,,state,score,prob,,Metrics
Fairview,Oregon,45.5384529,-122.4339803,8920,0.02049665,0.000221303,,,,,,
Independence,Oregon,44.8512305,-123.1867655,8590,0.02049665,0.000221303,,,,,,
Eagle Point,Oregon,42.4726258,-122.8028177,8469,0.02049665,0.000221303,,,,,,
Florence,Oregon,43.9826214,-124.0998409,8466,0.02049665,0.000221303,,,,,,
Molalla,Oregon,45.1473445,-122.5770322,8108,0.02049665,0.000221303,,,,,,
White City,Oregon,42.4373477,-122.85893,7975,0.02049665,0.000221303,,,,,,
Lincoln City,Oregon,44.9581644,-124.0178914,7930,0.02049665,0.000221303,,,,,,
Sutherlin,Oregon,43.3901177,-123.3125763,7810,0.02049665,0.000221303,,,,,,
Stayton,Oregon,44.8006775,-122.7945333,7644,0.02049665,0.000221303,,,,,,
Green,Oregon,43.160394,-123.3678491,7515,0.02049665,0.000221303,,,,,,
Jennings Lodge,Oregon,45.3912314,-122.6125923,7315,0.02049665,0.000221303,,,,,,
Hood River,Oregon,45.7053966,-121.5214623,7167,0.02049665,0.000221303,,,,,,
Milton-Freewater,Oregon,45.9326346,-118.3877435,7050,0.02049665,0.000221303,,,,,,
Umatilla,Oregon,45.9173549,-119.3425179,6906,0.02049665,0.000221303,,,,,,
Garden Home,Oregon,45.4642012,-122.7588798,6674,0.02049665,0.000221303,,,,,,
Scappoose,Oregon,45.7542809,-122.8776039,6592,0.02049665,0.000221303,,,,,,
West Slope,Oregon,45.4987288,-122.7645425,6554,0.02049665,0.000221303,,,,,,
Philadelphia,Pennsylvania,39.952335,-75.163789,1526006,0.022073315,0.000238326,,,,,,
Pittsburgh,Pennsylvania,40.4406248,-79.9958864,305704,0.022073315,0.000238326,,,,,,
Allentown,Pennsylvania,40.6084305,-75.4901833,118032,0.022073315,0.000238326,,,,,,
Erie,Pennsylvania,42.1292241,-80.085059,101786,0.022073315,0.000238326,,,,,,
Reading,Pennsylvania,40.3356483,-75.9268747,88082,0.022073315,0.000238326,,,,,,
Scranton,Pennsylvania,41.408969,-75.6624122,76089,0.022073315,0.000238326,,,,,,
Bethlehem,Pennsylvania,40.6259316,-75.3704579,74982,0.022073315,0.000238326,,,,,,
Lancaster,Pennsylvania,40.0378755,-76.3055144,59322,0.022073315,0.000238326,,,,,,
Levittown,Pennsylvania,40.1551097,-74.8287747,52983,0.022073315,0.000238326,,,,,,
Harrisburg,Pennsylvania,40.2737002,-76.8844179,49528,0.022073315,0.000238326,,,,,,
Altoona,Pennsylvania,40.5186809,-78.3947359,46320,0.022073315,0.000238326,,,,,,
York,Pennsylvania,39.9625984,-76.727745,43718,0.022073315,0.000238326,,,,,,
State College,Pennsylvania,40.793395,-77.8600013,42034,0.022073315,0.000238326,,,,,,
Wilkes-Barre,Pennsylvania,41.2459149,-75.8813075,41498,0.022073315,0.000238326,,,,,,
Norristown,Pennsylvania,40.121497,-75.3399048,34324,0.022073315,0.000238326,,,,,,
Chester,Pennsylvania,39.849557,-75.3557458,33972,0.022073315,0.000238326,,,,,,
Bethel Park,Pennsylvania,40.3275697,-80.0394977,32313,0.022073315,0.000238326,,,,,,
Williamsport,Pennsylvania,41.2411897,-77.0010787,29381,0.022073315,0.000238326,,,,,,
Monroeville,Pennsylvania,40.4211798,-79.7881025,28386,0.022073315,0.000238326,,,,,,
Drexel Hill,Pennsylvania,39.9470567,-75.2921301,28043,0.022073315,0.000238326,,,,,,
Plum,Pennsylvania,40.5003457,-79.7494911,27126,0.022073315,0.000238326,,,,,,
Easton,Pennsylvania,40.688432,-75.2207323,26800,0.022073315,0.000238326,,,,,,
Lebanon,Pennsylvania,40.3409251,-76.4113497,25477,0.022073315,0.000238326,,,,,,
Hazleton,Pennsylvania,40.9584181,-75.9746472,25340,0.022073315,0.000238326,,,,,,
New Castle,Pennsylvania,41.0036719,-80.3470091,23273,0.022073315,0.000238326,,,,,,
Pottstown,Pennsylvania,40.2453741,-75.6496302,22377,0.022073315,0.000238326,,,,,,
Allison Park,Pennsylvania,40.5595124,-79.9586651,21552,0.022073315,0.000238326,,,,,,
Johnstown,Pennsylvania,40.3267407,-78.9219698,20978,0.022073315,0.000238326,,,,,,
West Mifflin,Pennsylvania,40.3634026,-79.8664375,20313,0.022073315,0.000238326,,,,,,
Chambersburg,Pennsylvania,39.9375911,-77.6611022,20268,0.022073315,0.000238326,,,,,,
Murrysville,Pennsylvania,40.4284015,-79.697545,20079,0.022073315,0.000238326,,,,,,
King of Prussia,Pennsylvania,40.0892746,-75.3960211,19936,0.022073315,0.000238326,,,,,,
Baldwin,Pennsylvania,40.38334686,-79.96511583,19767,0.022073315,0.000238326,,,,,,
McKeesport,Pennsylvania,40.3478472,-79.864215,19731,0.022073315,0.000238326,,,,,,
Upper Saint Clair,Pennsylvania,40.3359029,-80.083388,19229,0.022073315,0.000238326,,,,,,
Carlisle,Pennsylvania,40.2014771,-77.1888704,18682,0.022073315,0.000238326,,,,,,
West Chester,Pennsylvania,39.9606643,-75.6054882,18461,0.022073315,0.000238326,,,,,,
Phoenixville,Pennsylvania,40.1303822,-75.5149128,16440,0.022073315,0.000238326,,,,,,
Lansdale,Pennsylvania,40.2414952,-75.2837862,16269,0.022073315,0.000238326,,,,,,
Hermitage,Pennsylvania,41.2333897,-80.44868,16220,0.022073315,0.000238326,,,,,,
Wilkinsburg,Pennsylvania,40.4417355,-79.8819942,15930,0.022073315,0.000238326,,,,,,
Willow Grove,Pennsylvania,40.1439985,-75.1157286,15726,0.022073315,0.000238326,,,,,,
Hanover,Pennsylvania,39.8006554,-76.9830358,15289,0.022073315,0.000238326,,,,,,
Greensburg,Pennsylvania,40.3014581,-79.5389289,14892,0.022073315,0.000238326,,,,,,
Bloomsburg,Pennsylvania,41.003698,-76.4549457,14855,0.022073315,0.000238326,,,,,,
Pottsville,Pennsylvania,40.6856456,-76.195499,14324,0.022073315,0.000238326,,,,,,
Hershey,Pennsylvania,40.2859239,-76.6502468,14257,0.022073315,0.000238326,,,,,,
Dunmore,Pennsylvania,41.4198027,-75.6324112,14057,0.022073315,0.000238326,,,,,,
Sharon,Pennsylvania,41.2331116,-80.4934035,14038,0.022073315,0.000238326,,,,,,
Indiana,Pennsylvania,40.6214551,-79.1525349,13975,0.022073315,0.000238326,,,,,,
Whitehall,Pennsylvania,40.3611806,-79.9908855,13944,0.022073315,0.000238326,,,,,,
Butler,Pennsylvania,40.8611755,-79.8953328,13757,0.022073315,0.000238326,,,,,,
Washington,Pennsylvania,40.17396,-80.2461714,13663,0.022073315,0.000238326,,,,,,
Franklin Park,Pennsylvania,40.5834009,-80.0878352,13470,0.022073315,0.000238326,,,,,,
South Park,Pennsylvania,40.2989466,-79.9943858,13416,0.022073315,0.000238326,,,,,,
Ephrata,Pennsylvania,40.1798165,-76.1788391,13394,0.022073315,0.000238326,,,,,,
Meadville,Pennsylvania,41.6414438,-80.1514484,13388,0.022073315,0.000238326,,,,,,
Colonial Park,Pennsylvania,40.3006446,-76.8096938,13229,0.022073315,0.000238326,,,,,,
Kingston,Pennsylvania,41.2617481,-75.8968635,13182,0.022073315,0.000238326,,,,,,
New Kensington,Pennsylvania,40.5697893,-79.7647705,13116,0.022073315,0.000238326,,,,,,
Coatesville,Pennsylvania,39.9831616,-75.8238355,13100,0.022073315,0.000238326,,,,,,
Saint Marys,Pennsylvania,41.4278393,-78.5608556,13070,0.022073315,0.000238326,,,,,,
Weigelstown,Pennsylvania,39.9837084,-76.8224701,12875,0.022073315,0.000238326,,,,,,
Montgomeryville,Pennsylvania,40.2473291,-75.2437854,12624,0.022073315,0.000238326,,,,,,
Ardmore,Pennsylvania,40.0067786,-75.2854622,12455,0.022073315,0.000238326,,,,,,
Fernway,Pennsylvania,40.6947886,-80.1308932,12414,0.022073315,0.000238326,,,,,,
Lower Burrell,Pennsylvania,40.5531228,-79.75727,11761,0.022073315,0.000238326,,,,,,
Elizabethtown,Pennsylvania,40.1528719,-76.6027455,11545,0.022073315,0.000238326,,,,,,
Yeadon,Pennsylvania,39.9390017,-75.2554605,11443,0.022073315,0.000238326,,,,,,
Munhall,Pennsylvania,40.3922914,-79.9000499,11406,0.022073315,0.000238326,,,,,,
Carnot-Moon,Pennsylvania,40.5187134,-80.2177437,11372,0.022073315,0.000238326,,,,,,
Emmaus,Pennsylvania,40.5395421,-75.4968502,11211,0.022073315,0.000238326,,,,,,
Mountain Top,Pennsylvania,41.1695269,-75.877419,10982,0.022073315,0.000238326,,,,,,
Broomall,Pennsylvania,39.9815001,-75.3565797,10789,0.022073315,0.000238326,,,,,,
Darby,Pennsylvania,39.9184461,-75.2590721,10687,0.022073315,0.000238326,,,,,,
Lansdowne,Pennsylvania,39.9381682,-75.2718507,10620,0.022073315,0.000238326,,,,,,
Jefferson Hills,Pennsylvania,40.2911809,-79.9319942,10619,0.022073315,0.000238326,,,,,,
Waynesboro,Pennsylvania,39.755927,-77.5777692,10568,0.022073315,0.000238326,,,,,,
Oil City,Pennsylvania,41.4339484,-79.7064413,10557,0.022073315,0.000238326,,,,,,
Berwick,Pennsylvania,41.0545292,-76.2332676,10477,0.022073315,0.000238326,,,,,,
Nanticoke,Pennsylvania,41.2053599,-76.004923,10465,0.022073315,0.000238326,,,,,,
Wyomissing,Pennsylvania,40.329537,-75.9652117,10461,0.022073315,0.000238326,,,,,,
Columbia,Pennsylvania,40.0337085,-76.5044098,10400,0.022073315,0.000238326,,,,,,
Uniontown,Pennsylvania,39.900076,-79.7164326,10372,0.022073315,0.000238326,,,,,,
Croydon,Pennsylvania,40.0873329,-74.9034996,9950,0.022073315,0.000238326,,,,,,
Northampton,Pennsylvania,40.6862075,-75.4968501,9926,0.022073315,0.000238326,,,,,,
Sunbury,Pennsylvania,40.8625851,-76.7944104,9905,0.022073315,0.000238326,,,,,,
East Stroudsburg,Pennsylvania,40.9995386,-75.1812913,9840,0.022073315,0.000238326,,,,,,
Lock Haven,Pennsylvania,41.1370133,-77.4469263,9772,0.022073315,0.000238326,,,,,,
Bristol,Pennsylvania,40.1006661,-74.8518311,9726,0.022073315,0.000238326,,,,,,
Warren,Pennsylvania,41.8439486,-79.1450445,9710,0.022073315,0.000238326,,,,,,
Jeannette,Pennsylvania,40.3281247,-79.6153198,9654,0.022073315,0.000238326,,,,,,
Brentwood,Pennsylvania,40.3706251,-79.974774,9643,0.022073315,0.000238326,,,,,,
Aliquippa,Pennsylvania,40.6367335,-80.2400606,9438,0.022073315,0.000238326,,,,,,
Lititz,Pennsylvania,40.1573169,-76.3069014,9369,0.022073315,0.000238326,,,,,,
Harleysville,Pennsylvania,40.2795476,-75.3871206,9286,0.022073315,0.000238326,,,,,,
Canonsburg,Pennsylvania,40.2625702,-80.1872797,8992,0.022073315,0.000238326,,,,,,
Beaver Falls,Pennsylvania,40.7520097,-80.3192295,8987,0.022073315,0.000238326,,,,,,
Swissvale,Pennsylvania,40.4236801,-79.8828275,8983,0.022073315,0.000238326,,,,,,
Mechanicsburg,Pennsylvania,40.2142565,-77.0085876,8981,0.022073315,0.000238326,,,,,,
Glenshaw,Pennsylvania,40.5328462,-79.9675536,8981,0.022073315,0.000238326,,,,,,
Quakertown,Pennsylvania,40.4417682,-75.3415667,8979,0.022073315,0.000238326,,,,,,
Economy,Pennsylvania,40.6000671,-80.2247823,8970,0.022073315,0.000238326,,,,,,
Middletown,Pennsylvania,40.199814,-76.7310806,8901,0.022073315,0.000238326,,,,,,
Carbondale,Pennsylvania,41.5736935,-75.5018508,8891,0.022073315,0.000238326,,,,,,
Collingdale,Pennsylvania,39.9117794,-75.2771292,8786,0.022073315,0.000238326,,,,,,
Bradford,Pennsylvania,41.9558963,-78.6439164,8770,0.022073315,0.000238326,,,,,,
Morrisville,Pennsylvania,40.2114978,-74.7879399,8728,0.022073315,0.000238326,,,,,,
Dormont,Pennsylvania,40.3959026,-80.0331092,8593,0.022073315,0.000238326,,,,,,
Perkasie,Pennsylvania,40.372048,-75.292676,8511,0.022073315,0.000238326,,,,,,
Fairless Hills,Pennsylvania,40.1795537,-74.8551644,8466,0.022073315,0.000238326,,,,,,
Glenside,Pennsylvania,40.1023326,-75.1521195,8384,0.022073315,0.000238326,,,,,,
Doylestown,Pennsylvania,40.3101063,-75.129894,8380,0.022073315,0.000238326,,,,,,
Bellevue,Pennsylvania,40.4939576,-80.0517216,8370,0.022073315,0.000238326,,,,,,
Latrobe,Pennsylvania,40.3211808,-79.3794811,8338,0.022073315,0.000238326,,,,,,
Lewistown,Pennsylvania,40.5992395,-77.571382,8338,0.022073315,0.000238326,,,,,,
Grove City,Pennsylvania,41.1578377,-80.0886703,8322,0.022073315,0.000238326,,,,,,
Castle Shannon,Pennsylvania,40.3647917,-80.0222753,8316,0.022073315,0.000238326,,,,,,
Old Forge,Pennsylvania,41.3711906,-75.7349144,8313,0.022073315,0.000238326,,,,,,
Pleasant Hills,Pennsylvania,40.3356252,-79.9606066,8268,0.022073315,0.000238326,,,,,,
Kulpsville,Pennsylvania,40.2428828,-75.3365644,8194,0.022073315,0.000238326,,,,,,
Millersville,Pennsylvania,39.9978764,-76.3541274,8168,0.022073315,0.000238326,,,,,,
Brookhaven,Pennsylvania,39.8692789,-75.3824144,8006,0.022073315,0.000238326,,,,,,
Carnegie,Pennsylvania,40.4086802,-80.0833885,7972,0.022073315,0.000238326,,,,,,
Ellwood City,Pennsylvania,40.8617303,-80.2864515,7921,0.022073315,0.000238326,,,,,,
Wilson,Pennsylvania,40.6839875,-75.2418439,7896,0.022073315,0.000238326,,,,,,
Downingtown,Pennsylvania,40.0064958,-75.7032742,7891,0.022073315,0.000238326,,,,,,
Camp Hill,Pennsylvania,40.2398118,-76.9199742,7888,0.022073315,0.000238326,,,,,,
White Oak,Pennsylvania,40.3375695,-79.8092133,7862,0.022073315,0.000238326,,,,,,
Conshohocken,Pennsylvania,40.0792766,-75.3015714,7833,0.022073315,0.000238326,,,,,,
DuBois,Pennsylvania,41.11662197,-78.76407627,7794,0.022073315,0.000238326,,,,,,
Pittston,Pennsylvania,41.3259134,-75.7893604,7739,0.022073315,0.000238326,,,,,,
Monessen,Pennsylvania,40.1484053,-79.8878254,7720,0.022073315,0.000238326,,,,,,
Connellsville,Pennsylvania,40.0178522,-79.5894828,7637,0.022073315,0.000238326,,,,,,
Gettysburg,Pennsylvania,39.8309293,-77.2310955,7620,0.022073315,0.000238326,,,,,,
Willow Street,Pennsylvania,39.9792659,-76.2763474,7578,0.022073315,0.000238326,,,,,,
Mount Joy,Pennsylvania,40.109818,-76.5032996,7410,0.022073315,0.000238326,,,,,,
Shamokin,Pennsylvania,40.7889746,-76.5588473,7374,0.022073315,0.000238326,,,,,,
Hatboro,Pennsylvania,40.1742757,-75.1068388,7360,0.022073315,0.000238326,,,,,,
Palmyra,Pennsylvania,40.3089798,-76.5933013,7320,0.022073315,0.000238326,,,,,,
New Cumberland,Pennsylvania,40.2323122,-76.8846956,7277,0.022073315,0.000238326,,,,,,
Leola,Pennsylvania,40.087875,-76.1849534,7214,0.022073315,0.000238326,,,,,,
Glenolden,Pennsylvania,39.9001126,-75.2890745,7153,0.022073315,0.000238326,,,,,,
Blandon,Pennsylvania,40.4412047,-75.886871,7152,0.022073315,0.000238326,,,,,,
Tamaqua,Pennsylvania,40.7973113,-75.9693708,7107,0.022073315,0.000238326,,,,,,
Huntingdon,Pennsylvania,40.4847959,-78.0102813,7093,0.022073315,0.000238326,,,,,,
Ambridge,Pennsylvania,40.5892339,-80.22506,7050,0.022073315,0.000238326,,,,,,
Milton,Pennsylvania,41.0120296,-76.8477412,7042,0.022073315,0.000238326,,,,,,
Ridley Park,Pennsylvania,39.8812236,-75.3237993,7002,0.022073315,0.000238326,,,,,,
Archbald,Pennsylvania,41.4948038,-75.5368521,6984,0.022073315,0.000238326,,,,,,
Clairton,Pennsylvania,40.292292,-79.881715,6796,0.022073315,0.000238326,,,,,,
California,Pennsylvania,40.0656291,-79.891714,6795,0.022073315,0.000238326,,,,,,
West View,Pennsylvania,40.5222907,-80.0342217,6771,0.022073315,0.000238326,,,,,,
Parkville,Pennsylvania,39.7812115,-76.9633133,6706,0.022073315,0.000238326,,,,,,
Clifton Heights,Pennsylvania,39.9292791,-75.2962972,6652,0.022073315,0.000238326,,,,,,
Souderton,Pennsylvania,40.3117707,-75.3251759,6618,0.022073315,0.000238326,,,,,,
Folcroft,Pennsylvania,39.890946,-75.2837965,6606,0.022073315,0.000238326,,,,,,
Corry,Pennsylvania,41.9203337,-79.6403287,6605,0.022073315,0.000238326,,,,,,
Blakely,Pennsylvania,41.4809138,-75.5946319,6564,0.022073315,0.000238326,,,,,,
Richboro,Pennsylvania,40.2151086,-75.0107245,6563,0.022073315,0.000238326,,,,,,
Franklin,Pennsylvania,41.3978358,-79.8314437,6545,0.022073315,0.000238326,,,,,,
Providence,Rhode Island,41.8239891,-71.4128343,178042,0.039416634,0.000425583,,,,,,
Warwick,Rhode Island,41.700101,-71.4161671,82672,0.039416634,0.000425583,,,,,,
Cranston,Rhode Island,41.7798226,-71.4372796,80387,0.039416634,0.000425583,,,,,,
Pawtucket,Rhode Island,41.878711,-71.3825558,71148,0.039416634,0.000425583,,,,,,
East Providence,Rhode Island,41.8137116,-71.3700545,47037,0.039416634,0.000425583,,,,,,
Woonsocket,Rhode Island,42.0028761,-71.5147839,41186,0.039416634,0.000425583,,,,,,
Newport,Rhode Island,41.4901024,-71.3128285,24672,0.039416634,0.000425583,,,,,,
Central Falls,Rhode Island,41.8906553,-71.3922785,19376,0.039416634,0.000425583,,,,,,
Westerly,Rhode Island,41.3775996,-71.8272911,17936,0.039416634,0.000425583,,,,,,
Valley Falls,Rhode Island,41.9067663,-71.3906119,11547,0.039416634,0.000425583,,,,,,
Greenville,Rhode Island,41.8712103,-71.5520069,8658,0.039416634,0.000425583,,,,,,
Peace Dale,Rhode Island,41.4460742,-71.500408,8487,0.039416634,0.000425583,,,,,,
Cumberland Hill,Rhode Island,41.9745431,-71.4670043,7934,0.039416634,0.000425583,,,,,,
Tiverton,Rhode Island,41.6259357,-71.2133801,7557,0.039416634,0.000425583,,,,,,
Kingston,Rhode Island,41.4803791,-71.5225598,6974,0.039416634,0.000425583,,,,,,
Columbia,South Carolina,34.0007104,-81.0348144,129272,0.013401655,0.000144698,,,,,,
Charleston,South Carolina,32.7765656,-79.9309216,120083,0.013401655,0.000144698,,,,,,
North Charleston,South Carolina,32.8546197,-79.9748103,97471,0.013401655,0.000144698,,,,,,
Mount Pleasant,South Carolina,32.7940651,-79.8625851,67843,0.013401655,0.000144698,,,,,,
Rock Hill,South Carolina,34.9248667,-81.0250784,66154,0.013401655,0.000144698,,,,,,
Greenville,South Carolina,34.8526176,-82.3940105,58409,0.013401655,0.000144698,,,,,,
Summerville,South Carolina,33.0185039,-80.1756481,43392,0.013401655,0.000144698,,,,,,
Sumter,South Carolina,33.9204354,-80.3414693,40524,0.013401655,0.000144698,,,,,,
Hilton Head Island,South Carolina,32.216316,-80.752608,37099,0.013401655,0.000144698,,,,,,
Florence,South Carolina,34.1954331,-79.7625625,37056,0.013401655,0.000144698,,,,,,
Spartanburg,South Carolina,34.9495672,-81.9320482,37013,0.013401655,0.000144698,,,,,,
Goose Creek,South Carolina,32.9810059,-80.0325867,35938,0.013401655,0.000144698,,,,,,
Aiken,South Carolina,33.5604168,-81.7195533,29524,0.013401655,0.000144698,,,,,,
Myrtle Beach,South Carolina,33.6890603,-78.8866943,27109,0.013401655,0.000144698,,,,,,
Anderson,South Carolina,34.5034394,-82.6501333,26686,0.013401655,0.000144698,,,,,,
Greer,South Carolina,34.9387279,-82.2270569,25515,0.013401655,0.000144698,,,,,,
Greenwood,South Carolina,34.1954001,-82.1617883,23222,0.013401655,0.000144698,,,,,,
Mauldin,South Carolina,34.77873,-82.310119,22889,0.013401655,0.000144698,,,,,,
Taylors,South Carolina,34.9203946,-82.2962269,21617,0.013401655,0.000144698,,,,,,
North Augusta,South Carolina,33.5018026,-81.9651153,21348,0.013401655,0.000144698,,,,,,
Easley,South Carolina,34.829838,-82.6015206,19993,0.013401655,0.000144698,,,,,,
Socastee,South Carolina,33.683504,-78.9983676,19952,0.013401655,0.000144698,,,,,,
Simpsonville,South Carolina,34.7370639,-82.2542834,18238,0.013401655,0.000144698,,,,,,
Hanahan,South Carolina,32.9185072,-80.0220324,17997,0.013401655,0.000144698,,,,,,
Lexington,South Carolina,33.9815369,-81.2362107,17870,0.013401655,0.000144698,,,,,,
Conway,South Carolina,33.8360035,-79.0478143,17103,0.013401655,0.000144698,,,,,,
West Columbia,South Carolina,33.9934867,-81.0739826,14988,0.013401655,0.000144698,,,,,,
Berea,South Carolina,34.8853951,-82.4559571,14295,0.013401655,0.000144698,,,,,,
Gantt,South Carolina,34.800118,-82.4242907,14229,0.013401655,0.000144698,,,,,,
Five Forks,South Carolina,34.8048415,-82.2295589,14140,0.013401655,0.000144698,,,,,,
Dentsville,South Carolina,34.0640426,-80.9581451,14062,0.013401655,0.000144698,,,,,,
Orangeburg,South Carolina,33.4918203,-80.8556476,13964,0.013401655,0.000144698,,,,,,
Clemson,South Carolina,34.6834382,-82.8373654,13905,0.013401655,0.000144698,,,,,,
Ladson,South Carolina,32.9857275,-80.1098123,13790,0.013401655,0.000144698,,,,,,
North Myrtle Beach,South Carolina,33.8160058,-78.680016,13752,0.013401655,0.000144698,,,,,,
Red Hill,South Carolina,33.8207264,-79.0189239,13223,0.013401655,0.000144698,,,,,,
Bluffton,South Carolina,32.2371465,-80.8603868,12530,0.013401655,0.000144698,,,,,,
Cayce,South Carolina,33.9657091,-81.0739827,12528,0.013401655,0.000144698,,,,,,
Gaffney,South Carolina,35.0717945,-81.6498195,12414,0.013401655,0.000144698,,,,,,
Beaufort,South Carolina,32.4315813,-80.6698286,12361,0.013401655,0.000144698,,,,,,
Irmo,South Carolina,34.0859829,-81.1831513,11097,0.013401655,0.000144698,,,,,,
Fort Mill,South Carolina,35.0073697,-80.9450759,10811,0.013401655,0.000144698,,,,,,
Port Royal,South Carolina,32.3790843,-80.6926069,10678,0.013401655,0.000144698,,,,,,
Forest Acres,South Carolina,34.0193221,-80.9898128,10361,0.013401655,0.000144698,,,,,,
Oak Grove,South Carolina,33.7782104,-80.9667582,10291,0.013401655,0.000144698,,,,,,
Newberry,South Carolina,34.2745833,-81.6187179,10277,0.013401655,0.000144698,,,,,,
Red Bank,South Carolina,33.9320929,-81.2384331,9617,0.013401655,0.000144698,,,,,,
Garden City,South Carolina,33.5929472,-79.0086464,9209,0.013401655,0.000144698,,,,,,
Georgetown,South Carolina,33.376834,-79.2944965,9163,0.013401655,0.000144698,,,,,,
Laurens,South Carolina,34.4990117,-82.0142597,9139,0.013401655,0.000144698,,,,,,
Bennettsville,South Carolina,34.6173803,-79.6847814,9069,0.013401655,0.000144698,,,,,,
Little River,South Carolina,33.8732279,-78.6141798,8960,0.013401655,0.000144698,,,,,,
Lake Wylie,South Carolina,35.108476,-81.0428538,8841,0.013401655,0.000144698,,,,,,
Lancaster,South Carolina,34.7204257,-80.7709015,8526,0.013401655,0.000144698,,,,,,
Clinton,South Carolina,34.4726277,-81.8806562,8490,0.013401655,0.000144698,,,,,,
Union,South Carolina,34.7154123,-81.623711,8393,0.013401655,0.000144698,,,,,,
Boiling Springs,South Carolina,35.0465081,-81.9817727,8219,0.013401655,0.000144698,,,,,,
Seneca,South Carolina,34.6856556,-82.9532036,8102,0.013401655,0.000144698,,,,,,
Moncks Corner,South Carolina,33.1960027,-80.0131374,7885,0.013401655,0.000144698,,,,,,
Sans Souci,South Carolina,34.8778952,-82.4240114,7869,0.013401655,0.000144698,,,,,,
Fountain Inn,South Carolina,34.6890095,-82.1956679,7799,0.013401655,0.000144698,,,,,,
Hartsville,South Carolina,34.3740431,-80.0734005,7764,0.013401655,0.000144698,,,,,,
York,South Carolina,34.9943021,-81.2420175,7736,0.013401655,0.000144698,,,,,,
Tega Cay,South Carolina,35.024312,-81.0278546,7620,0.013401655,0.000144698,,,,,,
Powdersville,South Carolina,34.7917845,-82.4929054,7618,0.013401655,0.000144698,,,,,,
Murrells Inlet,South Carolina,33.5510021,-79.0414261,7547,0.013401655,0.000144698,,,,,,
Lugoff,South Carolina,34.2273712,-80.6892487,7434,0.013401655,0.000144698,,,,,,
Burton,South Carolina,32.4357481,-80.7239954,6976,0.013401655,0.000144698,,,,,,
Marion,South Carolina,34.178216,-79.4006069,6939,0.013401655,0.000144698,,,,,,
Camden,South Carolina,34.2465393,-80.6070238,6838,0.013401655,0.000144698,,,,,,
Dillon,South Carolina,34.4165505,-79.3711579,6788,0.013401655,0.000144698,,,,,,
Lake City,South Carolina,33.8709959,-79.7553452,6675,0.013401655,0.000144698,,,,,,
Welcome,South Carolina,34.8265067,-82.4390132,6668,0.013401655,0.000144698,,,,,,
Sioux Falls,South Dakota,43.5499749,-96.700327,153888,0.038628301,0.000417071,,,,,,
Rapid City,South Dakota,44.0805434,-103.2310149,67956,0.038628301,0.000417071,,,,,,
Aberdeen,South Dakota,45.4646985,-98.4864829,26091,0.038628301,0.000417071,,,,,,
Brookings,South Dakota,44.3113573,-96.7983877,22056,0.038628301,0.000417071,,,,,,
Watertown,South Dakota,44.8994088,-97.1150732,21482,0.038628301,0.000417071,,,,,,
Mitchell,South Dakota,43.7094283,-98.0297992,15254,0.038628301,0.000417071,,,,,,
Yankton,South Dakota,42.8711088,-97.3972813,14454,0.038628301,0.000417071,,,,,,
Pierre,South Dakota,44.3683156,-100.3509665,13646,0.038628301,0.000417071,,,,,,
Huron,South Dakota,44.3633173,-98.2142572,12592,0.038628301,0.000417071,,,,,,
Vermillion,South Dakota,42.7794417,-96.9292104,10571,0.038628301,0.000417071,,,,,,
Spearfish,South Dakota,44.4908172,-103.8593698,10494,0.038628301,0.000417071,,,,,,
Brandon,South Dakota,43.5946963,-96.5719896,8785,0.038628301,0.000417071,,,,,,
Rapid Valley,South Dakota,44.0624879,-103.14629,8260,0.038628301,0.000417071,,,,,,
Box Elder,South Dakota,44.1124877,-103.0682323,7800,0.038628301,0.000417071,,,,,,
Sturgis,South Dakota,44.4097069,-103.5090786,6627,0.038628301,0.000417071,,,,,,
Memphis,Tennessee,35.1495343,-90.0489801,646889,0.012219156,0.000131931,,,,,,
Nashville,Tennessee,36.1658899,-86.7844432,601222,0.012219156,0.000131931,,,,,,
Knoxville,Tennessee,35.9606384,-83.9207392,178874,0.012219156,0.000131931,,,,,,
Chattanooga,Tennessee,35.0456297,-85.3096801,167674,0.012219156,0.000131931,,,,,,
Clarksville,Tennessee,36.5297706,-87.3594529,132929,0.012219156,0.000131931,,,,,,
Murfreesboro,Tennessee,35.8456213,-86.39027,108755,0.012219156,0.000131931,,,,,,
Jackson,Tennessee,35.6145169,-88.8139469,65211,0.012219156,0.000131931,,,,,,
Johnson City,Tennessee,36.3134397,-82.3534727,63152,0.012219156,0.000131931,,,,,,
Franklin,Tennessee,35.9250637,-86.86889,62487,0.012219156,0.000131931,,,,,,
Bartlett,Tennessee,35.2045329,-89.8739753,54613,0.012219156,0.000131931,,,,,,
Hendersonville,Tennessee,36.3047735,-86.6199957,51372,0.012219156,0.000131931,,,,,,
Kingsport,Tennessee,36.548434,-82.5618186,48205,0.012219156,0.000131931,,,,,,
Collierville,Tennessee,35.042036,-89.6645266,43965,0.012219156,0.000131931,,,,,,
Cleveland,Tennessee,35.1595182,-84.8766115,41285,0.012219156,0.000131931,,,,,,
Smyrna,Tennessee,35.9828413,-86.5186045,39974,0.012219156,0.000131931,,,,,,
Germantown,Tennessee,35.0867577,-89.8100858,38844,0.012219156,0.000131931,,,,,,
Brentwood,Tennessee,36.0331164,-86.7827772,37060,0.012219156,0.000131931,,,,,,
